creer	A	4	3	;
creer	B	0	3	;
creer	C	2	4	;
creer	D	5	5	;
creer	E	4	0	;
creer	F	2	2	;
creer	G	1	5	;
creer	H	5	5	;
creer	I	4	5	;
creer	J	1	5	;
creer	K	4	0	;
creer	L	1	5	;
creer	M	3	2	;
creer	N	0	3	;
creer	O	3	2	;
creer	P	4	3	;
creer	Q	1	0	;
creer	R	2	1	;
creer	S	5	4	;
creer	T	1	3	;
creer	U	1	4	;
creer	V	1	5	;
creer	W	3	1	;
creer	X	1	2	;
creer	Y	3	2	;
creer	Z	2	4	;
reserver 	B	B	22j_00h30m	41j_09h30m	;
reserver 	D	D	34j_01h30m	43j_01h30m	;
reserver 	S	S	28j_14h00m	31j_10h00m	;
reserver 	V	V	21j_17h00m	38j_17h00m	;
reserver 	B	B	25j_05h00m	26j_05h00m	;
reserver 	Y	Y	22j_21h30m	36j_13h30m	;
reserver 	R	R	26j_20h00m	43j_04h00m	;
reserver 	B	B	21j_20h00m	26j_17h00m	;
reserver 	L	L	30j_12h00m	44j_16h00m	;
reserver 	Q	Q	24j_20h30m	33j_00h00m	;
reserver 	A	A	33j_19h30m	54j_19h00m	;
reserver 	D	D	25j_22h30m	30j_14h30m	;
reserver 	F	F	26j_06h30m	29j_13h30m	;
reserver 	X	X	28j_20h00m	39j_02h30m	;
reserver 	O	O	34j_12h30m	49j_04h30m	;
reserver 	P	P	23j_15h00m	43j_13h30m	;
reserver 	C	C	27j_04h30m	34j_04h00m	;
reserver 	D	D	31j_19h00m	45j_14h30m	;
reserver 	V	V	34j_16h00m	40j_18h00m	;
reserver 	B	B	27j_11h30m	33j_08h30m	;
reserver 	R	R	26j_10h30m	46j_00h30m	;
reserver 	C	C	22j_19h30m	33j_07h30m	;
reserver 	M	M	24j_03h30m	35j_05h30m	;
reserver 	Z	Z	21j_18h00m	42j_01h00m	;
reserver 	M	M	31j_02h30m	34j_17h00m	;
reserver 	X	X	31j_17h30m	47j_00h30m	;
reserver 	H	H	35j_15h00m	51j_21h30m	;
reserver 	P	P	29j_08h00m	48j_22h30m	;
reserver 	S	S	28j_04h00m	32j_00h00m	;
reserver 	J	J	29j_13h30m	31j_10h30m	;
reserver 	L	L	32j_16h00m	38j_11h30m	;
reserver 	W	W	23j_23h00m	41j_15h00m	;
reserver 	O	O	24j_07h00m	31j_11h00m	;
reserver 	X	X	28j_17h00m	40j_20h30m	;
reserver 	E	E	23j_09h00m	32j_17h00m	;
reserver 	C	C	31j_09h00m	43j_19h00m	;
reserver 	F	F	26j_15h00m	33j_11h30m	;
reserver 	M	M	23j_07h30m	30j_16h00m	;
reserver 	B	B	29j_08h00m	38j_04h00m	;
reserver 	W	W	26j_17h30m	38j_01h00m	;
reserver 	C	C	23j_02h30m	37j_01h30m	;
reserver 	V	V	28j_00h00m	33j_11h30m	;
reserver 	J	J	23j_14h30m	42j_20h00m	;
reserver 	Z	Z	31j_08h00m	51j_11h30m	;
reserver 	W	W	30j_05h00m	31j_11h00m	;
reserver 	N	N	29j_13h30m	31j_12h30m	;
reserver 	L	L	30j_12h00m	48j_16h00m	;
reserver 	Z	Z	28j_01h00m	40j_09h30m	;
reserver 	K	K	24j_16h00m	28j_20h30m	;
reserver 	O	O	36j_08h00m	54j_22h30m	;
reserver 	K	K	29j_19h00m	32j_08h00m	;
reserver 	W	W	31j_11h00m	41j_07h00m	;
reserver 	S	S	35j_06h00m	55j_09h00m	;
reserver 	D	D	26j_10h30m	33j_05h00m	;
reserver 	Y	Y	25j_04h30m	33j_22h30m	;
reserver 	O	O	33j_05h30m	47j_07h30m	;
reserver 	I	I	34j_08h00m	39j_06h30m	;
reserver 	T	T	29j_05h30m	32j_23h30m	;
reserver 	J	J	28j_07h00m	34j_05h00m	;
reserver 	Q	Q	24j_06h00m	41j_04h00m	;
reserver 	B	B	30j_07h30m	43j_16h00m	;
reserver 	S	S	29j_11h00m	35j_09h00m	;
reserver 	I	I	23j_04h30m	36j_13h30m	;
reserver 	E	E	29j_14h00m	46j_08h00m	;
reserver 	H	H	32j_07h30m	35j_03h00m	;
reserver 	D	D	33j_00h00m	36j_04h00m	;
reserver 	H	H	30j_22h00m	32j_16h00m	;
reserver 	Z	Z	35j_02h00m	50j_12h00m	;
reserver 	K	K	30j_10h00m	46j_05h30m	;
reserver 	G	G	35j_20h30m	48j_21h00m	;
reserver 	Y	Y	29j_17h30m	44j_15h00m	;
reserver 	V	V	23j_18h30m	24j_08h30m	;
reserver 	X	X	36j_02h30m	38j_10h30m	;
reserver 	G	G	24j_16h00m	39j_13h30m	;
reserver 	H	H	26j_10h30m	37j_21h30m	;
reserver 	Q	Q	31j_14h00m	35j_15h30m	;
reserver 	V	V	30j_17h30m	33j_23h30m	;
reserver 	P	P	32j_17h00m	50j_21h00m	;
reserver 	X	X	29j_04h00m	34j_07h30m	;
reserver 	O	O	31j_17h30m	35j_02h30m	;
reserver 	X	X	32j_07h30m	38j_08h00m	;
reserver 	T	T	32j_06h30m	33j_07h00m	;
reserver 	V	V	33j_04h30m	52j_00h00m	;
reserver 	V	V	33j_13h30m	46j_23h00m	;
reserver 	K	K	33j_16h30m	50j_23h00m	;
reserver 	C	C	31j_07h00m	33j_11h00m	;
reserver 	D	D	34j_11h30m	38j_08h00m	;
reserver 	P	P	36j_06h00m	39j_05h30m	;
reserver 	B	B	27j_16h30m	34j_20h00m	;
reserver 	D	D	35j_08h30m	48j_20h30m	;
reserver 	G	G	31j_06h00m	50j_04h00m	;
reserver 	E	E	34j_14h30m	48j_07h30m	;
reserver 	Z	Z	27j_18h30m	39j_15h30m	;
reserver 	R	R	28j_16h30m	34j_08h00m	;
reserver 	V	V	32j_18h00m	45j_04h00m	;
reserver 	H	H	26j_05h30m	40j_05h00m	;
reserver 	X	X	31j_16h30m	45j_08h00m	;
reserver 	F	F	34j_02h00m	45j_09h30m	;
reserver 	I	I	35j_02h00m	36j_01h30m	;
reserver 	P	P	30j_04h30m	50j_00h30m	;
reserver 	A	A	34j_16h30m	49j_12h30m	;
reserver 	M	M	33j_06h30m	34j_11h30m	;
reserver 	Q	Q	25j_12h30m	27j_15h00m	;
reserver 	F	F	35j_06h00m	47j_04h30m	;
reserver 	U	U	25j_07h30m	44j_16h00m	;
reserver 	U	U	38j_04h00m	55j_20h30m	;
reserver 	W	W	26j_07h00m	36j_06h00m	;
reserver 	H	H	25j_07h00m	33j_05h00m	;
reserver 	N	N	27j_16h30m	40j_05h00m	;
reserver 	Z	Z	33j_11h30m	47j_02h00m	;
reserver 	F	F	32j_21h30m	43j_12h30m	;
reserver 	A	A	29j_03h30m	35j_19h00m	;
reserver 	H	H	26j_16h00m	44j_14h30m	;
reserver 	F	F	35j_17h00m	56j_03h00m	;
reserver 	E	E	31j_12h30m	37j_01h00m	;
reserver 	O	O	28j_05h30m	37j_13h00m	;
reserver 	X	X	36j_01h30m	45j_11h30m	;
reserver 	G	G	27j_07h30m	40j_19h30m	;
reserver 	J	J	26j_16h00m	32j_22h30m	;
reserver 	L	L	33j_19h30m	40j_08h30m	;
reserver 	P	P	26j_23h30m	39j_11h30m	;
reserver 	Q	Q	26j_16h00m	31j_04h00m	;
reserver 	G	G	27j_00h00m	41j_20h00m	;
reserver 	H	H	38j_04h30m	53j_16h00m	;
reserver 	C	C	32j_01h00m	34j_22h30m	;
reserver 	C	C	37j_22h30m	52j_17h30m	;
reserver 	I	I	26j_12h00m	40j_14h00m	;
reserver 	N	N	31j_00h30m	46j_04h00m	;
reserver 	I	I	29j_20h30m	36j_08h00m	;
reserver 	K	K	33j_20h00m	37j_12h30m	;
reserver 	Q	Q	34j_14h00m	54j_06h00m	;
reserver 	S	S	34j_14h00m	52j_01h00m	;
reserver 	E	E	32j_06h00m	49j_02h30m	;
reserver 	U	U	36j_16h30m	44j_12h30m	;
reserver 	Z	Z	27j_20h00m	44j_04h30m	;
reserver 	B	B	27j_05h30m	40j_08h00m	;
reserver 	P	P	32j_09h30m	37j_23h30m	;
reserver 	M	M	37j_08h30m	43j_13h00m	;
reserver 	Y	Y	40j_05h30m	60j_17h30m	;
reserver 	O	O	30j_18h00m	51j_07h30m	;
reserver 	E	E	34j_06h00m	39j_21h30m	;
reserver 	I	I	28j_00h00m	39j_03h00m	;
reserver 	Q	Q	39j_05h30m	42j_08h30m	;
reserver 	N	N	31j_20h30m	45j_03h00m	;
reserver 	I	I	30j_06h30m	34j_17h30m	;
reserver 	C	C	28j_12h00m	30j_11h00m	;
reserver 	T	T	28j_00h00m	31j_09h00m	;
reserver 	I	I	39j_09h30m	50j_04h30m	;
reserver 	E	E	27j_20h30m	34j_21h00m	;
reserver 	D	D	38j_00h00m	44j_03h30m	;
reserver 	H	H	30j_11h30m	51j_10h00m	;
reserver 	O	O	28j_03h00m	45j_16h00m	;
reserver 	R	R	30j_18h00m	34j_01h00m	;
reserver 	C	C	39j_09h30m	41j_09h00m	;
reserver 	C	C	37j_07h00m	54j_21h00m	;
reserver 	U	U	27j_09h30m	29j_12h00m	;
reserver 	Y	Y	27j_13h30m	32j_10h30m	;
reserver 	T	T	27j_19h30m	30j_18h00m	;
reserver 	N	N	39j_22h00m	51j_09h00m	;
reserver 	E	E	32j_20h30m	47j_01h30m	;
reserver 	C	C	35j_06h00m	45j_03h30m	;
reserver 	O	O	40j_15h30m	59j_11h00m	;
reserver 	O	O	32j_17h30m	41j_05h00m	;
reserver 	G	G	39j_18h00m	51j_20h30m	;
reserver 	C	C	38j_02h00m	48j_22h00m	;
reserver 	O	O	39j_17h30m	46j_21h00m	;
reserver 	Y	Y	36j_14h30m	40j_11h00m	;
reserver 	H	H	36j_14h00m	54j_13h00m	;
reserver 	J	J	32j_23h00m	36j_13h00m	;
reserver 	Z	Z	38j_22h30m	49j_11h30m	;
reserver 	S	S	41j_06h00m	61j_12h30m	;
reserver 	L	L	29j_09h30m	35j_10h30m	;
reserver 	Q	Q	40j_16h00m	52j_02h00m	;
reserver 	T	T	34j_17h00m	37j_07h00m	;
reserver 	H	H	38j_22h30m	50j_06h00m	;
reserver 	Q	Q	38j_10h30m	45j_18h30m	;
reserver 	N	N	34j_23h30m	46j_16h00m	;
reserver 	L	L	39j_17h30m	52j_12h00m	;
reserver 	R	R	28j_10h00m	48j_06h30m	;
reserver 	P	P	38j_09h30m	43j_01h00m	;
reserver 	J	J	31j_03h30m	47j_23h30m	;
reserver 	Q	Q	41j_20h30m	55j_04h00m	;
reserver 	U	U	34j_09h30m	49j_22h00m	;
reserver 	W	W	31j_10h00m	42j_03h30m	;
reserver 	X	X	30j_07h00m	32j_19h30m	;
reserver 	X	X	31j_00h00m	45j_16h00m	;
reserver 	K	K	34j_00h30m	54j_12h00m	;
reserver 	Y	Y	30j_01h00m	44j_23h00m	;
reserver 	W	W	31j_19h30m	47j_16h30m	;
reserver 	G	G	33j_21h00m	40j_09h00m	;
reserver 	U	U	29j_13h00m	40j_06h30m	;
reserver 	T	T	32j_23h30m	43j_01h30m	;
reserver 	M	M	35j_17h30m	51j_10h30m	;
reserver 	P	P	33j_14h00m	44j_09h30m	;
reserver 	M	M	34j_01h30m	35j_23h00m	;
reserver 	Z	Z	34j_09h00m	55j_00h30m	;
reserver 	W	W	39j_15h30m	57j_21h00m	;
reserver 	L	L	41j_13h00m	54j_03h30m	;
reserver 	S	S	37j_15h00m	49j_04h30m	;
reserver 	D	D	40j_16h30m	53j_12h00m	;
reserver 	V	V	38j_19h30m	58j_12h30m	;
reserver 	V	V	34j_16h00m	43j_20h00m	;
reserver 	V	V	34j_13h30m	38j_06h00m	;
reserver 	W	W	41j_20h00m	50j_19h00m	;
reserver 	G	G	39j_04h30m	56j_21h00m	;
reserver 	Z	Z	38j_04h00m	55j_14h30m	;
reserver 	W	W	34j_13h00m	53j_16h30m	;
reserver 	I	I	43j_03h30m	43j_18h30m	;
reserver 	M	M	32j_00h30m	52j_04h30m	;
reserver 	E	E	38j_00h00m	41j_22h00m	;
reserver 	B	B	31j_01h00m	44j_18h30m	;
reserver 	D	D	35j_06h30m	37j_07h30m	;
reserver 	C	C	32j_21h30m	45j_19h30m	;
reserver 	X	X	29j_12h00m	44j_14h30m	;
reserver 	Y	Y	29j_23h00m	40j_04h30m	;
reserver 	F	F	42j_19h00m	60j_19h30m	;
reserver 	H	H	36j_13h00m	44j_07h00m	;
reserver 	B	B	30j_03h00m	48j_20h30m	;
reserver 	U	U	37j_07h30m	46j_22h30m	;
reserver 	H	H	34j_20h30m	38j_10h30m	;
reserver 	Q	Q	41j_08h00m	60j_20h00m	;
reserver 	R	R	32j_07h30m	51j_00h30m	;
reserver 	T	T	43j_00h00m	48j_23h30m	;
reserver 	Y	Y	36j_08h00m	49j_22h30m	;
reserver 	N	N	43j_08h00m	56j_03h30m	;
reserver 	A	A	41j_17h30m	57j_21h30m	;
reserver 	B	B	42j_12h30m	50j_10h00m	;
reserver 	K	K	32j_04h30m	46j_13h30m	;
reserver 	J	J	39j_03h30m	55j_02h30m	;
reserver 	P	P	43j_08h30m	48j_07h30m	;
reserver 	H	H	39j_08h00m	48j_07h30m	;
reserver 	Z	Z	30j_10h30m	38j_16h30m	;
reserver 	M	M	42j_10h00m	56j_03h30m	;
reserver 	A	A	35j_13h00m	44j_23h30m	;
reserver 	V	V	40j_19h00m	53j_15h00m	;
reserver 	N	N	33j_06h30m	53j_08h30m	;
reserver 	V	V	39j_17h30m	41j_07h30m	;
reserver 	O	O	35j_18h00m	40j_00h00m	;
reserver 	H	H	33j_07h30m	34j_18h00m	;
reserver 	U	U	37j_07h00m	57j_22h00m	;
reserver 	H	H	40j_18h30m	61j_16h30m	;
reserver 	R	R	38j_10h00m	56j_17h00m	;
reserver 	B	B	37j_04h00m	39j_03h30m	;
reserver 	H	H	37j_02h00m	38j_01h00m	;
reserver 	V	V	32j_09h00m	53j_08h00m	;
reserver 	U	U	33j_15h00m	41j_18h30m	;
reserver 	T	T	38j_13h00m	53j_07h30m	;
reserver 	N	N	39j_05h30m	60j_00h00m	;
reserver 	A	A	38j_17h30m	45j_18h30m	;
reserver 	O	O	37j_01h30m	39j_01h30m	;
reserver 	Q	Q	36j_21h00m	43j_04h00m	;
reserver 	V	V	40j_13h30m	45j_14h30m	;
reserver 	H	H	37j_18h30m	54j_20h00m	;
reserver 	L	L	32j_16h00m	35j_23h30m	;
reserver 	K	K	37j_16h30m	56j_03h30m	;
reserver 	W	W	33j_03h30m	43j_05h00m	;
reserver 	J	J	44j_13h00m	56j_19h00m	;
reserver 	F	F	31j_17h00m	42j_01h30m	;
reserver 	G	G	34j_02h30m	38j_00h00m	;
reserver 	R	R	44j_20h30m	54j_06h30m	;
reserver 	U	U	41j_15h30m	57j_17h00m	;
reserver 	T	T	44j_09h00m	49j_20h00m	;
reserver 	P	P	33j_12h30m	52j_13h30m	;
reserver 	C	C	33j_13h00m	34j_03h30m	;
reserver 	Z	Z	37j_16h00m	51j_16h30m	;
reserver 	Y	Y	45j_03h00m	60j_01h00m	;
reserver 	F	F	31j_21h30m	41j_12h30m	;
reserver 	V	V	35j_02h30m	51j_08h00m	;
reserver 	C	C	43j_17h00m	59j_21h30m	;
reserver 	I	I	42j_12h30m	55j_10h30m	;
reserver 	M	M	41j_11h00m	45j_15h00m	;
reserver 	A	A	38j_12h00m	47j_18h30m	;
reserver 	T	T	32j_19h30m	52j_21h30m	;
reserver 	K	K	40j_13h00m	54j_18h30m	;
reserver 	M	M	45j_13h00m	52j_09h30m	;
reserver 	N	N	42j_02h30m	43j_01h00m	;
reserver 	T	T	45j_22h00m	53j_02h30m	;
reserver 	O	O	32j_23h30m	36j_16h00m	;
reserver 	N	N	42j_08h00m	50j_08h30m	;
reserver 	A	A	35j_00h30m	51j_03h30m	;
reserver 	D	D	38j_02h00m	48j_17h00m	;
reserver 	Z	Z	39j_17h30m	49j_07h00m	;
reserver 	E	E	32j_18h30m	40j_17h30m	;
reserver 	L	L	32j_10h00m	34j_21h30m	;
reserver 	L	L	40j_10h00m	47j_12h00m	;
reserver 	K	K	36j_15h00m	50j_23h30m	;
reserver 	B	B	38j_07h30m	52j_21h30m	;
reserver 	L	L	35j_17h00m	42j_06h30m	;
reserver 	V	V	36j_06h30m	40j_05h30m	;
reserver 	B	B	42j_19h00m	57j_07h00m	;
reserver 	R	R	38j_15h30m	49j_20h30m	;
reserver 	L	L	46j_11h30m	62j_09h30m	;
reserver 	Y	Y	44j_03h30m	57j_18h00m	;
reserver 	S	S	35j_18h30m	39j_14h00m	;
reserver 	I	I	39j_05h30m	42j_07h00m	;
reserver 	W	W	34j_17h30m	36j_21h30m	;
reserver 	F	F	35j_10h00m	41j_23h30m	;
reserver 	X	X	39j_13h30m	42j_14h30m	;
reserver 	O	O	38j_11h30m	59j_02h00m	;
reserver 	Z	Z	36j_00h00m	40j_16h30m	;
reserver 	R	R	33j_12h30m	48j_21h30m	;
reserver 	E	E	40j_12h30m	43j_07h00m	;
reserver 	U	U	34j_20h00m	40j_22h00m	;
reserver 	A	A	36j_04h00m	44j_09h30m	;
reserver 	N	N	38j_02h30m	38j_21h00m	;
reserver 	Z	Z	40j_08h00m	50j_00h00m	;
reserver 	L	L	41j_01h00m	42j_01h30m	;
reserver 	U	U	44j_00h00m	52j_01h30m	;
reserver 	X	X	33j_13h30m	52j_10h30m	;
reserver 	V	V	37j_16h30m	39j_07h30m	;
reserver 	E	E	42j_17h00m	56j_00h30m	;
reserver 	L	L	37j_03h00m	41j_11h30m	;
reserver 	M	M	41j_17h00m	58j_14h30m	;
reserver 	V	V	39j_01h30m	44j_00h30m	;
reserver 	I	I	42j_07h00m	48j_05h00m	;
reserver 	O	O	37j_17h00m	52j_23h30m	;
reserver 	K	K	38j_01h30m	42j_04h30m	;
reserver 	A	A	45j_18h30m	56j_21h00m	;
reserver 	D	D	38j_11h30m	52j_23h00m	;
reserver 	Y	Y	42j_19h00m	62j_13h30m	;
reserver 	S	S	40j_06h00m	43j_17h00m	;
reserver 	X	X	40j_09h30m	56j_02h00m	;
reserver 	D	D	37j_09h00m	52j_17h00m	;
reserver 	Z	Z	46j_01h00m	64j_15h30m	;
reserver 	D	D	46j_08h00m	57j_09h00m	;
reserver 	C	C	40j_00h00m	52j_22h00m	;
reserver 	Z	Z	46j_08h00m	65j_14h30m	;
reserver 	R	R	37j_01h00m	40j_03h00m	;
reserver 	X	X	41j_11h00m	59j_08h00m	;
reserver 	H	H	43j_21h30m	44j_21h30m	;
reserver 	T	T	39j_21h00m	54j_05h00m	;
reserver 	L	L	38j_17h00m	43j_07h00m	;
reserver 	X	X	34j_15h00m	42j_01h30m	;
reserver 	R	R	39j_16h30m	47j_08h00m	;
reserver 	F	F	40j_12h30m	41j_04h00m	;
reserver 	K	K	44j_00h00m	62j_02h30m	;
reserver 	K	K	46j_12h30m	57j_11h00m	;
reserver 	X	X	47j_19h00m	58j_10h00m	;
reserver 	B	B	47j_03h30m	65j_21h30m	;
reserver 	H	H	43j_19h00m	56j_14h30m	;
reserver 	K	K	38j_12h00m	42j_10h00m	;
reserver 	A	A	35j_23h30m	41j_08h30m	;
reserver 	K	K	35j_16h00m	53j_11h00m	;
reserver 	R	R	39j_03h30m	45j_19h30m	;
reserver 	F	F	43j_15h00m	63j_16h30m	;
reserver 	F	F	48j_07h30m	57j_09h00m	;
reserver 	X	X	47j_09h30m	61j_06h00m	;
reserver 	B	B	36j_17h30m	50j_04h30m	;
reserver 	Q	Q	36j_20h30m	39j_02h30m	;
reserver 	H	H	39j_19h30m	55j_04h30m	;
reserver 	P	P	42j_01h00m	60j_18h30m	;
reserver 	R	R	35j_20h30m	45j_21h30m	;
reserver 	Y	Y	48j_08h30m	54j_19h30m	;
reserver 	B	B	47j_06h00m	57j_05h00m	;
reserver 	B	B	37j_19h00m	52j_03h00m	;
reserver 	B	B	45j_02h00m	51j_06h00m	;
reserver 	Q	Q	42j_21h30m	54j_00h00m	;
reserver 	C	C	38j_22h30m	42j_11h00m	;
reserver 	I	I	35j_23h00m	53j_22h00m	;
reserver 	L	L	45j_07h30m	56j_07h00m	;
reserver 	E	E	38j_02h30m	42j_06h30m	;
reserver 	X	X	40j_11h30m	59j_04h30m	;
reserver 	V	V	47j_13h30m	54j_00h00m	;
reserver 	E	E	36j_06h00m	53j_15h00m	;
reserver 	J	J	43j_00h00m	51j_11h30m	;
reserver 	C	C	37j_04h00m	39j_01h00m	;
reserver 	H	H	37j_22h30m	42j_09h30m	;
reserver 	S	S	43j_04h30m	62j_20h00m	;
reserver 	W	W	48j_10h00m	55j_17h30m	;
reserver 	Q	Q	36j_18h00m	53j_01h30m	;
reserver 	M	M	40j_15h00m	56j_05h30m	;
reserver 	K	K	46j_08h00m	51j_15h30m	;
reserver 	T	T	36j_08h00m	55j_14h00m	;
reserver 	F	F	40j_19h00m	61j_01h00m	;
reserver 	Y	Y	41j_01h30m	43j_03h30m	;
reserver 	E	E	49j_23h00m	69j_14h00m	;
reserver 	X	X	38j_06h30m	52j_15h30m	;
reserver 	M	M	44j_08h30m	52j_12h30m	;
reserver 	C	C	44j_02h30m	63j_18h30m	;
reserver 	F	F	40j_15h00m	54j_13h30m	;
reserver 	X	X	36j_12h30m	52j_11h30m	;
reserver 	X	X	38j_22h30m	43j_21h00m	;
reserver 	U	U	47j_13h30m	57j_08h30m	;
reserver 	H	H	47j_06h30m	65j_23h00m	;
reserver 	A	A	44j_12h00m	51j_15h00m	;
reserver 	L	L	43j_08h00m	58j_04h00m	;
reserver 	L	L	37j_06h00m	50j_23h00m	;
reserver 	U	U	45j_13h30m	65j_14h00m	;
reserver 	V	V	37j_22h30m	47j_01h30m	;
reserver 	S	S	47j_23h30m	55j_03h30m	;
reserver 	D	D	37j_10h30m	57j_07h30m	;
reserver 	I	I	42j_05h00m	51j_07h00m	;
reserver 	G	G	36j_23h30m	54j_02h30m	;
reserver 	I	I	46j_06h30m	54j_05h00m	;
reserver 	W	W	37j_02h00m	44j_16h30m	;
reserver 	G	G	47j_11h00m	64j_04h00m	;
reserver 	D	D	44j_14h30m	63j_15h00m	;
reserver 	J	J	49j_15h30m	61j_03h30m	;
reserver 	Y	Y	44j_22h30m	48j_18h00m	;
reserver 	R	R	47j_23h30m	53j_09h30m	;
reserver 	A	A	42j_19h00m	61j_06h30m	;
reserver 	P	P	47j_15h00m	67j_15h00m	;
reserver 	N	N	50j_13h00m	64j_18h00m	;
reserver 	F	F	40j_09h30m	43j_01h00m	;
reserver 	T	T	50j_11h00m	51j_03h00m	;
reserver 	D	D	51j_04h00m	58j_02h00m	;
reserver 	K	K	44j_16h00m	56j_10h00m	;
reserver 	O	O	49j_16h30m	70j_15h30m	;
reserver 	G	G	44j_23h00m	47j_22h30m	;
reserver 	W	W	40j_10h30m	42j_00h30m	;
reserver 	Z	Z	47j_03h00m	64j_04h00m	;
reserver 	U	U	47j_10h30m	57j_11h00m	;
reserver 	S	S	47j_19h30m	60j_08h30m	;
reserver 	D	D	49j_11h30m	51j_05h00m	;
reserver 	K	K	50j_00h30m	70j_16h00m	;
reserver 	P	P	41j_01h00m	56j_12h30m	;
reserver 	B	B	51j_14h30m	63j_18h30m	;
reserver 	D	D	48j_11h30m	50j_11h30m	;
reserver 	Y	Y	39j_11h00m	40j_03h30m	;
reserver 	C	C	46j_11h30m	65j_08h00m	;
reserver 	I	I	51j_01h00m	62j_01h30m	;
reserver 	Q	Q	45j_09h00m	66j_06h00m	;
reserver 	Y	Y	50j_02h30m	68j_16h00m	;
reserver 	Y	Y	49j_08h30m	58j_00h30m	;
reserver 	Q	Q	43j_18h00m	45j_13h30m	;
reserver 	N	N	47j_22h00m	62j_21h30m	;
reserver 	T	T	50j_03h30m	57j_10h00m	;
reserver 	I	I	48j_02h00m	60j_12h30m	;
reserver 	S	S	49j_09h00m	62j_15h30m	;
reserver 	L	L	50j_21h00m	64j_04h30m	;
reserver 	J	J	45j_19h00m	64j_06h30m	;
reserver 	G	G	42j_07h00m	61j_16h30m	;
reserver 	G	G	52j_06h30m	67j_03h00m	;
reserver 	Y	Y	45j_03h30m	46j_10h30m	;
reserver 	R	R	40j_07h00m	50j_04h30m	;
reserver 	N	N	45j_01h30m	49j_12h30m	;
reserver 	Q	Q	47j_14h00m	67j_21h00m	;
reserver 	Z	Z	44j_17h00m	57j_10h00m	;
reserver 	F	F	47j_19h00m	55j_02h00m	;
reserver 	W	W	46j_07h30m	49j_06h00m	;
reserver 	X	X	49j_07h00m	55j_20h30m	;
reserver 	L	L	48j_15h30m	57j_10h00m	;
reserver 	G	G	39j_23h30m	56j_21h00m	;
reserver 	I	I	47j_03h30m	50j_18h30m	;
reserver 	G	G	49j_01h00m	58j_11h30m	;
reserver 	P	P	49j_15h30m	54j_20h30m	;
reserver 	D	D	43j_18h00m	59j_17h30m	;
reserver 	R	R	44j_04h30m	51j_17h00m	;
reserver 	F	F	44j_04h00m	56j_14h00m	;
reserver 	X	X	52j_00h30m	54j_00h30m	;
reserver 	O	O	50j_11h00m	65j_04h00m	;
reserver 	K	K	43j_02h00m	45j_13h30m	;
reserver 	G	G	41j_05h30m	61j_22h30m	;
reserver 	I	I	40j_13h00m	60j_07h00m	;
reserver 	H	H	50j_17h30m	62j_02h00m	;
reserver 	M	M	52j_23h00m	73j_14h30m	;
reserver 	E	E	43j_16h30m	52j_04h30m	;
reserver 	G	G	51j_05h30m	67j_04h00m	;
reserver 	A	A	48j_21h00m	56j_05h00m	;
reserver 	Q	Q	50j_16h30m	59j_07h30m	;
reserver 	G	G	51j_01h00m	53j_00h00m	;
reserver 	Q	Q	46j_01h30m	62j_22h00m	;
reserver 	V	V	49j_07h00m	69j_21h00m	;
reserver 	Y	Y	40j_18h00m	47j_05h00m	;
reserver 	S	S	40j_03h00m	52j_02h00m	;
reserver 	A	A	43j_18h00m	58j_12h00m	;
reserver 	A	A	46j_11h00m	51j_05h00m	;
reserver 	E	E	40j_14h00m	44j_15h30m	;
reserver 	X	X	52j_10h00m	55j_08h30m	;
reserver 	O	O	44j_01h00m	51j_01h00m	;
reserver 	N	N	46j_01h00m	61j_20h00m	;
reserver 	E	E	41j_10h00m	62j_02h00m	;
reserver 	Y	Y	49j_17h30m	52j_22h00m	;
reserver 	B	B	43j_23h00m	58j_11h00m	;
reserver 	F	F	49j_13h30m	64j_03h30m	;
reserver 	S	S	49j_01h30m	56j_06h00m	;
reserver 	J	J	50j_22h30m	67j_05h30m	;
reserver 	Q	Q	50j_03h30m	63j_12h00m	;
reserver 	O	O	45j_02h00m	49j_12h00m	;
reserver 	E	E	49j_18h00m	69j_19h30m	;
reserver 	Z	Z	46j_17h00m	49j_03h00m	;
reserver 	W	W	46j_16h00m	52j_13h00m	;
reserver 	Q	Q	41j_23h00m	60j_01h30m	;
reserver 	M	M	44j_14h00m	62j_10h00m	;
reserver 	M	M	44j_12h00m	45j_10h30m	;
reserver 	V	V	41j_10h30m	55j_13h30m	;
reserver 	N	N	49j_17h30m	66j_07h30m	;
reserver 	P	P	54j_15h30m	71j_08h00m	;
reserver 	P	P	53j_15h00m	62j_08h00m	;
reserver 	X	X	44j_12h00m	51j_15h30m	;
reserver 	Z	Z	50j_13h00m	71j_06h00m	;
reserver 	I	I	47j_05h30m	48j_10h30m	;
reserver 	O	O	54j_09h30m	74j_05h30m	;
reserver 	L	L	54j_15h30m	62j_22h30m	;
reserver 	K	K	50j_20h00m	64j_11h30m	;
reserver 	L	L	41j_11h30m	54j_06h00m	;
reserver 	J	J	46j_06h00m	56j_09h00m	;
reserver 	L	L	44j_17h30m	53j_18h00m	;
reserver 	D	D	52j_18h00m	56j_05h30m	;
reserver 	C	C	42j_07h30m	58j_23h30m	;
reserver 	V	V	52j_19h00m	57j_00h30m	;
reserver 	K	K	45j_19h00m	56j_06h30m	;
reserver 	R	R	42j_07h00m	52j_02h00m	;
